sep=,
277,3833060359,0.999999,0.000269,-0.000891,-0.000883,-0.009119,-0.009740,0.160794,0
278,3833077026,1.000000,0.000628,-0.000454,-0.000266,-0.003528,-0.008134,0.158990,0
279,3833093693,0.999999,0.001270,-0.000917,0.000124,-0.004260,-0.005639,0.164116,0
280,3833110360,0.999998,0.000939,-0.001744,0.000385,-0.006981,-0.004908,0.163305,0
281,3833127027,1.000000,0.000167,-0.000420,0.000538,-0.005598,-0.006518,0.160072,0
282,3833143694,1.000000,-0.000106,0.000628,0.000454,-0.008878,-0.007658,0.161083,0
283,3833160361,0.999999,0.001161,-0.000563,-0.000234,-0.010855,-0.006435,0.163620,0
284,3833177028,0.999997,0.001850,-0.001353,-0.000531,-0.003559,-0.004869,0.164137,0
285,3833193695,0.999999,0.001525,-0.000152,-0.000089,-0.000525,-0.003831,0.167253,0
286,3833210362,1.000000,0.000430,0.000368,0.000028,-0.006512,-0.004933,0.168134,0
287,3833227029,1.000000,-0.000737,0.000547,-0.000202,-0.007874,-0.005759,0.165232,0
288,3833243696,0.999998,-0.001139,0.001383,-0.000083,-0.004965,-0.007261,0.159459,0
289,3833260363,0.999997,-0.000776,0.002297,0.000507,-0.004101,-0.008628,0.154366,0
290,3833277030,0.999994,0.000685,0.003141,0.001013,-0.009504,-0.007424,0.153143,0
291,3833293697,0.999989,0.002445,0.003761,0.001071,-0.010240,-0.006666,0.159007,0
292,3833310364,0.999985,0.002832,0.004493,0.001654,-0.003831,-0.002332,0.161315,0
293,3833327031,0.999978,0.001939,0.005967,0.002235,-0.005390,-0.004609,0.163214,0
294,3833343698,0.999967,0.000763,0.008008,0.000993,-0.008110,-0.007440,0.161511,0
295,3833360365,0.999902,0.000120,0.013960,-0.001334,-0.008189,-0.006456,0.153067,0
296,3833377032,0.999772,-0.000068,0.021284,-0.001874,-0.006661,-0.003919,0.150364,0
297,3833393699,0.999662,0.000537,0.025950,-0.001269,-0.015491,-0.002598,0.151195,0
298,3833410366,0.999699,0.001907,0.024438,0.000389,-0.028798,0.000275,0.154562,0
299,3833427033,0.999781,0.003884,0.020423,0.002533,-0.038294,0.001094,0.152671,0
300,3833443700,0.999830,0.004209,0.017709,0.002930,-0.052241,-0.004062,0.150525,0
301,3833460367,0.999830,0.004062,0.017911,0.001818,-0.057424,-0.004634,0.147904,0
302,3833477034,0.999798,0.003876,0.019704,0.000200,-0.062212,-0.004586,0.143320,0
303,3833493701,0.999723,0.005300,0.022931,-0.000454,-0.079733,0.003671,0.141403,0
304,3833510368,0.999545,0.007993,0.028985,-0.002531,-0.096154,0.010871,0.143022,0
305,3833527035,0.999498,0.007346,0.030261,-0.005819,-0.098913,0.014066,0.159235,0
306,3833543702,0.999676,0.002763,0.024431,-0.006628,-0.092269,0.015933,0.161521,0
307,3833560369,0.999753,-0.003389,0.021453,-0.004691,-0.084093,0.012080,0.140095,0
308,3833577036,0.999652,-0.006831,0.025443,-0.001665,-0.090334,0.001709,0.112271,0
309,3833593703,0.999452,-0.004696,0.032767,-0.000436,-0.114271,0.000571,0.099484,0
310,3833610370,0.999439,0.000557,0.033451,-0.001582,-0.136152,0.002031,0.099753,0
311,3833627037,0.999532,0.003703,0.030091,-0.004036,-0.137918,0.000958,0.104003,0
312,3833643704,0.999650,0.002300,0.025853,-0.005022,-0.128056,0.002018,0.099601,0
313,3833660371,0.999722,-0.001666,0.023278,-0.003435,-0.119994,0.001188,0.086678,0
314,3833677038,0.999758,-0.003982,0.021630,-0.000375,-0.133352,0.007052,0.077791,0
315,3833693705,0.999838,-0.003599,0.017519,0.001960,-0.150283,0.005638,0.071340,0
316,3833710372,0.999881,-0.002580,0.015042,0.002146,-0.155809,0.000084,0.064132,0
317,3833727039,0.999890,-0.001797,0.014654,0.001147,-0.155811,-0.003228,0.062524,0
318,3833743706,0.999918,-0.001758,0.012675,0.000618,-0.149162,-0.003389,0.058960,0
319,3833760373,0.999946,-0.001661,0.010077,0.001832,-0.155963,0.000911,0.047117,0
320,3833777040,0.999976,-0.000302,0.006514,0.002338,-0.169996,0.001531,0.044554,0
321,3833793707,0.999998,0.001573,0.000263,0.001058,-0.173938,0.002821,0.045037,0
322,3833810374,0.999985,0.002649,-0.004725,0.000524,-0.168276,0.004835,0.050438,0
323,3833827041,0.999965,0.002300,-0.008027,0.000811,-0.161561,0.005342,0.056498,0
324,3833843708,0.999958,0.001212,-0.008956,0.001330,-0.160662,0.004266,0.060093,0
325,3833860375,0.999949,0.000014,-0.009970,0.001499,-0.163935,0.005994,0.061243,0
326,3833877042,0.999934,-0.000318,-0.011443,0.001219,-0.166816,0.004457,0.060218,0
327,3833893709,0.999924,0.000779,-0.012285,0.000057,-0.167259,0.004850,0.066216,0
328,3833910376,0.999844,0.002025,-0.017513,-0.001131,-0.164693,0.008340,0.077244,0
329,3833927043,0.999675,0.002225,-0.025320,-0.002042,-0.162051,0.010535,0.082547,0
330,3833943710,0.999485,0.000571,-0.031988,-0.002635,-0.159833,0.010959,0.091581,0
331,3833960377,0.999078,-0.003189,-0.042801,-0.000699,-0.146825,0.005017,0.093873,0
332,3833977044,0.998763,-0.004079,-0.049405,0.003943,-0.127799,0.002944,0.078279,0
333,3833993711,0.999165,-0.000397,-0.040389,0.006091,-0.125236,-0.004023,0.072086,0
334,3834010378,0.999535,0.003204,-0.029958,0.004732,-0.126867,-0.009826,0.096978,0
335,3834027045,0.999596,0.004849,-0.027984,0.000940,-0.105941,-0.008186,0.119426,0
336,3834043712,0.999729,0.003952,-0.022875,-0.001782,-0.084956,0.003869,0.122629,0
337,3834060379,0.999895,0.002653,-0.014081,-0.002159,-0.077757,0.016920,0.143066,0
338,3834077046,0.999769,-0.000446,-0.021483,0.000586,-0.085260,0.021543,0.162130,0
339,3834093713,0.999373,-0.004210,-0.035026,0.003020,-0.087411,0.013344,0.150281,0
340,3834110380,0.999221,-0.004852,-0.039049,0.002909,-0.085376,0.002527,0.135325,0
341,3834127047,0.999282,-0.002400,-0.037806,0.000398,-0.067951,-0.006820,0.136272,0
342,3834143714,0.999365,0.001394,-0.035563,-0.001674,-0.028107,0.003960,0.141501,0
343,3834160381,0.999418,0.003390,-0.033939,0.001110,-0.005598,0.012935,0.152838,0
344,3834177048,0.999364,0.001831,-0.035135,0.005745,-0.008062,0.011723,0.159038,0
345,3834193715,0.999164,-0.000292,-0.039875,0.008958,-0.019943,0.003221,0.157755,0
346,3834210382,0.999031,0.000065,-0.043542,0.006492,-0.012068,-0.003075,0.150764,0
347,3834227049,0.999138,0.001038,-0.041413,0.002831,0.027858,-0.001282,0.143872,0
348,3834243716,0.999514,0.001545,-0.031121,0.001195,0.057992,0.007210,0.143393,0
349,3834260383,0.999756,0.000260,-0.022065,0.000376,0.063180,0.014506,0.159135,0
350,3834277050,0.999643,-0.000559,-0.026623,0.002320,0.055446,0.019740,0.173967,0
351,3834293717,0.999271,0.000533,-0.037776,0.005492,0.053266,0.006610,0.155904,0
352,3834310384,0.999292,0.002678,-0.037287,0.004213,0.067660,-0.002103,0.133670,0
353,3834327051,0.999463,0.004088,-0.032504,-0.000743,0.084161,-0.000248,0.135707,0
354,3834343718,0.999592,0.001815,-0.028175,-0.004384,0.113383,0.014093,0.135210,0
355,3834360385,0.999743,-0.001085,-0.022151,-0.004769,0.115127,0.014203,0.125078,0
356,3834377052,0.999895,-0.002287,-0.013609,-0.004346,0.113441,0.015080,0.106508,0
357,3834393719,0.999979,-0.002585,-0.005078,-0.003112,0.107486,0.011819,0.109808,0
358,3834410386,0.999971,-0.001092,-0.007058,-0.002482,0.104249,0.008811,0.116418,0
359,3834427053,0.999954,0.001632,-0.009276,-0.001617,0.114562,0.008678,0.110004,0
360,3834443720,0.999971,0.002301,-0.007237,-0.000904,0.130643,0.015585,0.109936,0
361,3834460387,0.999988,0.000373,-0.004758,0.001012,0.134012,0.019366,0.111356,0
362,3834477054,0.999996,-0.002616,0.000052,0.001060,0.124952,0.012523,0.097269,0
363,3834493721,0.999979,-0.004078,0.005009,-0.000660,0.114489,0.007096,0.094636,0
364,3834510388,0.999962,-0.002993,0.007884,-0.002048,0.117885,0.010912,0.095282,0
365,3834527055,0.999960,-0.002037,0.008464,-0.001797,0.126546,0.015630,0.106988,0
366,3834543722,0.999979,-0.000558,0.006424,0.001097,0.124659,0.015517,0.114233,0
367,3834560389,0.999971,0.000431,0.007177,0.002363,0.119747,0.012336,0.115995,0
368,3834577056,0.999923,-0.000052,0.012302,0.001879,0.121010,0.014276,0.121996,0
369,3834593723,0.999782,-0.003056,0.020668,-0.000443,0.122201,0.016053,0.129017,0
370,3834610390,0.999329,-0.009107,0.035193,-0.004555,0.121304,0.014623,0.122569,0
371,3834627057,0.998421,-0.016491,0.053066,-0.008212,0.095117,0.007516,0.119136,0
372,3834643724,0.998502,-0.020019,0.050351,-0.007641,0.034327,-0.006882,0.154510,0
373,3834660391,0.999735,-0.013468,0.018266,-0.003844,0.018631,-0.014963,0.149696,0
374,3834677058,0.999996,0.001743,-0.002199,0.000193,0.050191,-0.016957,0.108606,0
375,3834693725,0.999905,0.013198,0.003679,0.001702,0.075428,-0.014148,0.112098,0
376,3834710392,0.999751,0.014083,0.017279,0.001250,0.079009,0.003884,0.148728,0
377,3834727059,0.999595,0.005767,0.027873,-0.000195,0.065005,0.024841,0.179716,0
378,3834743726,0.999555,-0.004772,0.029375,0.001802,0.037670,0.025567,0.187057,0
379,3834760393,0.999636,-0.010264,0.024600,0.004169,0.020694,0.012194,0.169723,0
380,3834777060,0.999813,-0.008755,0.016238,0.005831,0.015006,-0.004606,0.161994,0
381,3834793727,0.999965,-0.002713,0.006274,0.004868,0.009999,-0.015028,0.145867,0
382,3834810394,0.999965,0.003525,0.007473,0.001491,0.021188,-0.015745,0.133102,0
383,3834827061,0.999841,0.006228,0.016705,-0.000925,0.024965,-0.006664,0.142314,0
384,3834843728,0.999682,0.004520,0.024766,-0.001738,0.012490,0.008814,0.154435,0
385,3834860395,0.999631,0.000804,0.027137,-0.000226,-0.013381,0.016604,0.174888,0
386,3834877062,0.999840,-0.004150,0.017353,0.001268,-0.034564,0.001737,0.181737,0
387,3834893729,0.999966,-0.005908,0.005823,0.000011,-0.044129,-0.009824,0.169051,0
388,3834910396,0.999985,-0.002998,0.003527,-0.003034,-0.031642,-0.011854,0.145392,0
389,3834927063,0.999965,0.001963,0.007198,-0.003897,-0.019071,-0.005433,0.149247,0
390,3834943730,0.999973,0.004965,0.004859,-0.002484,-0.007340,0.005504,0.168837,0
391,3834960397,0.999988,0.003879,-0.002035,0.002006,-0.010129,0.013132,0.178698,0
392,3834977064,0.999980,0.001041,-0.004147,0.004575,-0.021459,0.005423,0.172308,0
393,3834993731,0.999994,-0.000986,-0.000283,0.003449,-0.029986,-0.001287,0.165039,0
394,3835010398,0.999990,-0.001316,0.004318,0.000118,-0.036673,-0.003492,0.163181,0
395,3835027065,0.999971,-0.000725,0.006651,-0.003538,-0.033442,-0.000948,0.163617,0
396,3835043732,0.999971,-0.000507,0.005731,-0.004991,-0.014627,0.006630,0.169006,0
397,3835060399,0.999994,-0.001472,0.002716,-0.001584,-0.005313,0.010610,0.168699,0
398,3835077066,0.999993,-0.002487,0.001540,0.002123,-0.017887,0.003810,0.159764,0
399,3835093733,0.999996,-0.001488,0.000046,0.002532,-0.041460,-0.003921,0.156497,0
400,3835110400,0.999997,0.000416,-0.002500,0.000597,-0.043737,-0.006701,0.154060,0
401,3835127067,0.999996,0.001945,-0.002173,-0.000387,-0.030484,-0.003098,0.153196,0
402,3835143734,0.999998,0.002060,-0.000280,0.000259,-0.020999,0.001755,0.161259,0
403,3835160401,0.999999,0.000436,0.000633,0.000907,-0.023104,0.002507,0.167551,0
404,3835177068,0.999998,-0.001722,-0.000242,0.000878,-0.026549,0.000695,0.164812,0
405,3835193735,0.999996,-0.002161,-0.001262,0.000883,-0.029889,-0.001764,0.157272,0
406,3835210402,0.999998,-0.000617,-0.001632,0.000335,-0.030143,-0.004035,0.153082,0
407,3835227069,0.999998,0.001400,-0.001100,-0.000082,-0.025873,-0.002585,0.155388,0
408,3835243736,0.999997,0.002347,-0.000362,-0.000272,-0.021862,0.001957,0.163420,0
409,3835260403,0.999999,0.001536,-0.000206,-0.000176,-0.022717,0.005660,0.170516,0
410,3835277070,1.000000,-0.000317,-0.000414,-0.000386,-0.022731,0.004171,0.170137,0
411,3835293737,0.999998,-0.001961,-0.000391,-0.000659,-0.019185,0.000551,0.160861,0
412,3835310404,0.999999,-0.001674,-0.000107,-0.000160,-0.016988,0.000022,0.152938,0
413,3835327071,0.999999,0.000373,-0.000126,0.000958,-0.021857,-0.000678,0.152591,0
414,3835343738,0.999998,0.001747,-0.000288,0.000640,-0.025881,-0.002610,0.158285,0
415,3835360405,0.999999,0.001461,0.000090,-0.000007,-0.025595,-0.000990,0.160967,0
416,3835377072,0.999998,0.000298,0.002143,-0.000188,-0.024453,-0.000276,0.159414,0
417,3835393739,0.999994,-0.000382,0.003344,-0.000156,-0.025744,-0.000000,0.158615,0
418,3835410406,0.999997,-0.000085,0.002455,0.000165,-0.028026,-0.000094,0.154331,0
419,3835427073,0.999993,0.001109,0.003702,0.000021,-0.027368,-0.000234,0.153669,0
420,3835443740,0.999988,0.001816,0.004599,-0.000110,-0.026294,0.001972,0.159251,0
421,3835460407,0.999982,0.001647,0.005731,0.000110,-0.020181,0.003462,0.159517,0
422,3835477074,0.999947,0.000600,0.010274,0.000788,-0.016951,0.000911,0.152119,0
423,3835493741,0.999846,0.000313,0.017483,0.001345,-0.025357,0.003994,0.150126,0
424,3835510408,0.999754,0.002027,0.022095,0.000405,-0.040516,0.005300,0.161295,0
425,3835527075,0.999692,0.002042,0.024597,-0.002574,-0.049012,0.010443,0.167529,0
426,3835543742,0.999655,-0.001579,0.025952,-0.003854,-0.051315,0.011772,0.174327,0
427,3835560409,0.999579,-0.007083,0.027829,-0.004096,-0.051842,0.006840,0.166454,0
428,3835577076,0.999530,-0.009938,0.028908,-0.002468,-0.055939,0.003577,0.148349,0
429,3835593743,0.999527,-0.009141,0.029371,-0.000034,-0.065553,0.000142,0.138642,0
430,3835610410,0.999650,-0.004563,0.025955,0.002359,-0.081279,0.001300,0.139124,0
431,3835627077,0.999783,-0.001393,0.020640,0.002642,-0.098152,-0.004288,0.133460,0
432,3835643744,0.999791,-0.002163,0.020319,0.000966,-0.103357,-0.010818,0.122405,0
433,3835660411,0.999757,-0.003985,0.021642,-0.001140,-0.102666,-0.014102,0.112936,0
434,3835677078,0.999685,-0.003708,0.024745,-0.002021,-0.098853,-0.018814,0.092543,0
435,3835693745,0.999422,0.000726,0.033940,-0.001992,-0.109521,-0.009351,0.080917,0
436,3835710412,0.999050,0.007556,0.042871,-0.002162,-0.136825,-0.001005,0.101183,0
437,3835727079,0.999208,0.010034,0.038199,-0.004942,-0.151335,0.003552,0.132315,0
438,3835743746,0.999624,0.002633,0.026330,-0.007227,-0.126946,-0.005020,0.116918,0
439,3835760413,0.999636,-0.006557,0.025772,-0.004593,-0.094882,-0.012151,0.065617,0
440,3835777080,0.999466,-0.007398,0.031664,0.003195,-0.130473,0.003105,0.035865,0
441,3835793747,0.999402,-0.000099,0.033981,0.006344,-0.183848,-0.005116,0.032118,0
442,3835810414,0.999671,0.003974,0.025287,0.001623,-0.197235,-0.014535,0.031549,0
443,3835827081,0.999721,0.005984,0.022669,-0.003028,-0.159630,-0.017751,0.029292,0
444,3835843748,0.999699,0.007088,0.023329,-0.002841,-0.116488,-0.013980,0.024910,0
445,3835860415,0.999657,0.006597,0.024917,0.004546,-0.152152,0.010861,0.011676,0
446,3835877082,0.999694,0.008261,0.022375,0.006617,-0.210049,0.009066,0.026546,0
447,3835893749,0.999950,0.006278,0.007736,-0.000089,-0.218520,0.001942,0.040634,0
448,3835910416,0.999981,0.000222,0.000846,-0.006136,-0.171125,-0.004592,0.028482,0
449,3835927083,0.999918,-0.005148,0.010151,-0.005927,-0.135265,-0.001226,-0.000842,0
450,3835943750,0.999742,-0.005249,0.022021,-0.001664,-0.143133,-0.006284,-0.013328,0
451,3835960417,0.999830,-0.001075,0.018327,0.001775,-0.189128,-0.002598,-0.014873,0
452,3835977084,0.999995,0.002368,0.001859,-0.000794,-0.194185,-0.013110,-0.004523,0
453,3835993751,0.999950,0.004760,-0.008519,-0.002178,-0.169519,-0.003107,-0.001142,0
454,3836010418,0.999917,0.002704,-0.012611,0.000283,-0.151305,-0.002491,0.011553,0
455,3836027085,0.999859,-0.002152,-0.016305,0.003519,-0.160331,-0.000613,0.013540,0
456,3836043752,0.999764,-0.006301,-0.020123,0.005133,-0.168584,-0.005173,0.006337,0
457,3836060419,0.999677,-0.006652,-0.023811,0.005971,-0.181734,-0.003747,-0.000145,0
458,3836077086,0.999564,-0.004318,-0.028839,0.004709,-0.187432,-0.008469,0.000623,0
459,3836093753,0.999489,-0.001818,-0.031830,0.002168,-0.185743,-0.008797,0.003828,0
460,3836110420,0.999423,0.000653,-0.033965,0.000406,-0.184160,-0.004473,0.020038,0
461,3836127087,0.999270,0.002673,-0.038103,-0.000920,-0.171247,-0.003995,0.038031,0
462,3836143754,0.999085,0.003518,-0.042608,-0.000641,-0.151971,0.002323,0.053837,0
463,3836160421,0.998919,0.003526,-0.046300,0.002115,-0.135370,0.007338,0.075702,0
464,3836177088,0.998754,0.001515,-0.049466,0.006472,-0.132647,0.008880,0.087093,0
465,3836193755,0.999222,-0.001716,-0.038779,0.006944,-0.126599,-0.007676,0.076148,0
466,3836210422,0.999757,-0.003726,-0.021358,0.004072,-0.134332,-0.006147,0.085930,0
467,3836227089,0.999903,-0.001531,-0.013803,-0.000667,-0.137607,-0.003980,0.104285,0
468,3836243756,0.999849,0.001277,-0.016584,-0.005077,-0.125615,0.003252,0.124516,0
469,3836260423,0.999681,0.000938,-0.024803,-0.004733,-0.100737,0.013769,0.137075,0
470,3836277090,0.999405,-0.001968,-0.034441,0.000636,-0.088601,0.019854,0.139882,0
471,3836293757,0.998853,-0.003957,-0.047147,0.007300,-0.090610,0.009449,0.131476,0
472,3836310424,0.998424,-0.001223,-0.055105,0.010566,-0.098893,-0.005049,0.117907,0
473,3836327091,0.998482,0.004606,-0.054211,0.008631,-0.094258,-0.012959,0.123363,0
474,3836343758,0.998840,0.006863,-0.047524,0.003649,-0.060477,-0.002687,0.145711,0
475,3836360425,0.999048,0.003080,-0.043333,0.003887,-0.033894,0.013250,0.167800,0
476,3836377092,0.999052,-0.002229,-0.043164,0.005176,-0.029628,0.008699,0.164263,0
477,3836393759,0.999032,-0.004227,-0.043673,0.003135,-0.021462,-0.001525,0.151428,0
478,3836410426,0.999181,-0.004481,-0.040207,-0.001233,0.001210,-0.009351,0.142073,0
479,3836427093,0.999516,-0.002709,-0.030587,-0.005062,0.042898,-0.005158,0.140783,0
480,3836443760,0.999707,-0.000977,-0.023722,-0.004752,0.066161,0.008381,0.156430,0
481,3836460427,0.999573,-0.000340,-0.029187,0.001351,0.059878,0.011231,0.163787,0
482,3836477094,0.999278,0.002682,-0.037532,0.005206,0.048483,0.007665,0.148920,0
483,3836493761,0.999085,0.006666,-0.042004,0.004464,0.053882,0.005229,0.150491,0
484,3836510428,0.999086,0.005398,-0.042336,0.002464,0.079574,0.013150,0.159220,0
485,3836527095,0.999197,0.000737,-0.039987,0.002462,0.098343,0.020516,0.152969,0
486,3836543762,0.999586,-0.005343,-0.028224,0.001627,0.121682,0.018737,0.120020,0
487,3836560429,0.999826,-0.009646,-0.015878,0.001431,0.117051,0.005029,0.102769,0
488,3836577096,0.999853,-0.008351,-0.014922,0.001485,0.112303,-0.004247,0.083041,0
489,3836593763,0.999825,-0.000356,-0.018568,0.002407,0.114616,-0.005326,0.069469,0
490,3836610430,0.999847,0.005747,-0.016267,0.002823,0.126709,-0.003789,0.078324,0
491,3836627097,0.999916,0.005766,-0.011449,0.002015,0.131375,0.002225,0.102174,0
492,3836643764,0.999967,0.003016,-0.007452,0.001485,0.126095,0.003928,0.116814,0
493,3836660431,0.999994,-0.000593,-0.003534,0.000294,0.129136,0.001939,0.111454,0
494,3836677098,0.999994,-0.002930,0.001631,-0.000708,0.132662,-0.007799,0.090510,0
495,3836693765,0.999956,-0.003124,0.008575,-0.002123,0.135329,-0.007433,0.078964,0
496,3836710432,0.999966,-0.001031,0.007941,-0.001932,0.132315,0.000556,0.091009,0
497,3836727099,0.999990,0.002624,0.003576,0.000522,0.137482,0.002960,0.097082,0
498,3836743766,0.999959,0.004323,0.007805,0.001724,0.141515,0.007460,0.099988,0
499,3836760433,0.999875,0.001895,0.015669,-0.000461,0.132872,0.002626,0.112843,0
500,3836777100,0.999599,-0.003812,0.027882,-0.003148,0.125627,0.003024,0.115515,0
501,3836793767,0.999105,-0.009795,0.040648,-0.006430,0.119379,-0.001092,0.105903,0
502,3836810434,0.998607,-0.011307,0.050905,-0.008071,0.104445,0.013995,0.115437,0
503,3836827101,0.999041,-0.009917,0.042515,-0.003364,0.077458,0.013565,0.148301,0
504,3836843768,0.999717,-0.007420,0.022462,0.002443,0.059201,-0.009323,0.147017,0
505,3836860435,0.999903,-0.002819,0.013511,0.001784,0.066845,-0.029386,0.115310,0
506,3836877102,0.999858,0.003330,0.016532,-0.000535,0.074539,-0.027904,0.106883,0
507,3836893769,0.999685,0.011914,0.022084,-0.000362,0.074448,0.011063,0.131787,0
508,3836910436,0.999687,0.012016,0.021831,0.002093,0.051760,0.021712,0.168692,0
509,3836927103,0.999876,0.002800,0.014159,0.006229,0.023680,0.007732,0.178130,0
510,3836943770,0.999944,-0.003365,0.007894,0.006227,0.016260,-0.014411,0.157928,0
511,3836960437,0.999923,-0.001836,0.012089,0.002181,0.030078,-0.021535,0.130620,0
512,3836977104,0.999790,0.005886,0.019614,0.000229,0.022641,-0.003449,0.141975,0
513,3836993771,0.999688,0.010959,0.022253,-0.002794,0.024544,0.007197,0.166691,0
514,3837010438,0.999722,0.007734,0.021761,-0.004791,0.026810,0.020441,0.177602,0
515,3837027105,0.999841,-0.000203,0.017676,-0.002174,0.015116,0.019740,0.181722,0
516,3837043772,0.999943,-0.005644,0.008795,0.002224,-0.001040,0.007367,0.166567,0
517,3837060439,0.999966,-0.002584,0.007448,0.002577,-0.008824,-0.005702,0.144252,0
518,3837077106,0.999890,0.004792,0.014012,-0.000465,-0.020995,0.004096,0.154579,0
519,3837093773,0.999871,0.007753,0.013579,-0.003589,-0.015837,0.008707,0.185621,0
520,3837110440,0.999938,0.002184,0.009809,-0.004864,-0.000234,0.015970,0.189271,0
521,3837127107,0.999934,-0.004510,0.010045,-0.003241,-0.002051,0.025814,0.180824,0
522,3837143774,0.999956,-0.007002,0.006248,0.000395,-0.019283,0.018890,0.176151,0
523,3837160441,0.999980,-0.005642,-0.002052,0.002092,-0.027180,0.001211,0.161720,0
524,3837177108,0.999991,-0.001571,-0.003373,0.002184,-0.027326,-0.007736,0.144557,0
525,3837193775,0.999995,0.002828,0.001237,0.000395,-0.027787,-0.004527,0.152642,0
526,3837210442,0.999989,0.004071,0.001403,-0.001798,-0.022358,0.005425,0.172579,0
527,3837227109,0.999997,0.001229,0.000187,-0.002317,-0.006862,0.014511,0.174694,0
528,3837243776,0.999996,-0.002713,0.000995,-0.000453,-0.005025,0.014006,0.167572,0
529,3837260443,0.999990,-0.004295,-0.000020,0.000762,-0.015561,0.004263,0.156575,0
530,3837277110,0.999998,-0.001758,-0.000676,0.000145,-0.019751,0.001652,0.149926,0
531,3837293777,0.999999,0.001530,0.000228,-0.000566,-0.016878,0.002923,0.151579,0
532,3837310444,0.999995,0.003111,0.000615,-0.000748,-0.015127,0.008698,0.163436,0
533,3837327111,0.999998,0.001988,-0.000877,-0.000228,-0.012942,0.011534,0.169195,0
534,3837343778,0.999999,0.000053,-0.001442,0.000438,-0.010557,0.012573,0.169508,0
535,3837360445,0.999997,-0.001057,-0.001972,0.001345,-0.010127,0.007273,0.164335,0
536,3837377112,0.999998,-0.000796,-0.001053,0.001338,-0.014935,0.004825,0.159124,0
537,3837393779,1.000000,0.000417,-0.000452,0.000261,-0.021744,0.001200,0.163135,0
538,3837410446,0.999999,0.000041,-0.000103,-0.001170,-0.013767,0.000395,0.161586,0
539,3837427113,0.999998,-0.000901,0.001372,-0.001292,-0.006287,0.005024,0.156937,0
540,3837443780,1.000000,0.000273,-0.000426,-0.000032,-0.014782,0.010564,0.167035,0
541,3837460447,0.999991,0.000537,-0.004216,-0.000259,-0.021642,0.003733,0.164802,0
542,3837477114,0.999996,-0.000125,-0.002416,-0.001527,-0.013902,0.006488,0.158287,0
543,3837493781,0.999999,-0.000035,0.000360,-0.001221,-0.006253,0.010568,0.161674,0
544,3837510448,1.000000,0.000201,-0.000330,-0.000175,-0.002277,0.010078,0.166070,0
545,3837527115,1.000000,-0.000720,-0.000405,-0.000243,-0.004822,0.005522,0.162593,0
546,3837543782,0.999997,-0.001159,0.002001,-0.000565,-0.002986,0.005676,0.159224,0
547,3837560449,0.999997,-0.000672,0.002163,-0.000058,-0.003986,0.007523,0.159798,0
548,3837577116,0.999999,0.000147,0.000978,0.001007,-0.008892,0.006276,0.158437,0
549,3837593783,0.999999,0.000921,-0.000573,0.000959,-0.016930,0.003470,0.159934,0
550,3837610450,0.999999,0.001051,-0.001279,0.000194,-0.016594,0.002988,0.161104,0
551,3837627117,1.000000,0.000410,-0.000277,-0.000236,-0.009703,0.004629,0.162147,0
552,3837643784,1.000000,-0.000487,0.000773,0.000147,-0.007121,0.004269,0.161383,0
553,3837660451,0.999999,-0.000744,0.000710,0.000549,-0.009299,0.002975,0.159023,0
554,3837677118,0.999999,0.000204,-0.000331,0.000989,-0.013498,0.003358,0.155651,0
555,3837693785,0.999998,0.001736,-0.000562,0.000862,-0.018832,0.003646,0.159229,0
556,3837710452,0.999999,0.001466,-0.000259,-0.000031,-0.017710,0.005207,0.163137,0